user_id,movie_id,rating,timestamp
5010,2944,3,962585161
710,2469,3,978382201
5419,2324,4,960173994
4193,110,5,965327109
1242,3910,5,974831755
410,3911,4,976288313
1284,2468,4,974843364
2367,736,4,974342004
4305,1608,4,1041428925
5726,480,4,958495214
3402,1207,4,967728733
2747,2355,4,973211484
3931,1965,2,966303485
533,3423,1,976220109
715,1196,5,975533555
635,1131,5,975768900
2105,2040,2,977288979
3963,899,5,965681614
370,3354,1,976650908
3129,1350,4,969365432
5761,710,2,982013150
1598,2407,4,974734533
5153,2011,4,961968872
225,2427,3,976832399
3292,3108,4,968096952
3031,1614,2,970429559
545,2683,4,976071088
2203,2011,4,974608873
3065,207,2,971148160
5614,3811,4,964396320
1628,1370,2,974718798
3879,736,4,965829700
5655,1923,3,958844497
1124,802,3,974911216
5605,1201,2,959194241
2496,1269,5,974091584
3626,912,3,1018416749
1988,2313,4,975119405
931,938,4,975188981
2840,3552,3,972569293
6040,2378,1,956716454
16,2724,4,978174755
5950,3168,4,957181582
2880,1079,4,989098570
1722,3702,5,974707525
5074,2722,4,981036635
3272,531,4,968203850
950,2722,4,975138115
3691,3879,3,982006490
4851,2712,4,962833825
5494,898,4,961112331
149,3189,4,996939486
1758,1285,5,974786042
713,1088,3,975537835
4573,3700,4,964452530
768,1784,5,975447990
1976,3515,4,974686455
4083,3769,1,965435133
273,2094,3,976777248
4471,2108,4,973202826
1184,333,2,974856163
5947,2407,3,957190976
4333,1270,5,965242717
4021,2143,4,965522973
3916,1960,5,965740754
1794,377,4,974706781
3529,1610,3,966898565
2411,1278,4,974590302
3967,2788,4,967550890
3626,1350,4,966617548
1010,2112,3,975224336
4213,547,4,965840744
4078,2639,2,965604379
3589,3040,3,966658305
2946,3513,4,972106114
5627,1580,3,959045722
3979,1033,5,965628068
4543,1088,2,964671121
2726,1250,4,973266634
1820,1584,4,974697574
1571,1197,4,974737690
5831,1161,4,957888669
3526,275,1,966905534
1769,2881,3,974701035
3741,1265,4,966159991
2689,1265,5,973348396
1333,1590,3,974851140
2037,2273,5,974668057
3482,1136,4,967071549
5605,1784,2,959304943
5380,3142,3,960392672
1004,2110,4,975050860
1794,3499,3,974705339
1389,252,3,974958759
2854,2115,1,972534088
3252,2987,3,968290357
3847,2306,3,965883373
4260,273,3,965322978
38,1380,4,978046582
273,2890,5,976775307
1244,562,5,974830769
2145,2089,4,974630637
6007,494,4,956792004
777,170,3,975440910
647,355,2,975714999
2951,2683,5,971216337
3300,1527,3,968120540
549,412,2,976068796
1285,3142,4,975458144
2963,32,2,971126577
3648,3263,3,994802562
16,2722,2,978174490
4725,1760,3,963379210
5912,2028,2,957361275
4789,2872,4,963006839
2089,593,4,974654631
1594,125,5,975212597
5501,2325,2,959799474
1477,3911,5,974752772
4404,553,5,965157036
5339,1200,5,960712788
780,1033,3,975436104
1110,1093,4,974920171
5056,1917,4,962486182
3825,3682,4,965939830
5312,3261,3,962986366
2913,1896,4,971771459
3313,2987,4,967953120
402,11,4,976295895
4353,733,4,965192613
1611,1717,2,980749896
3592,3504,5,966645275
4009,3186,3,965546474
4904,1162,5,962685265
5034,2763,4,962561213
4409,2827,3,965152271
3283,1591,5,968122853
5408,3713,4,960245396
3621,260,4,966574829
2489,2846,4,974142838
26,2463,3,978141688
3639,1197,3,966486863
2629,832,4,973625046
2380,3752,2,980546570
1893,3317,5,974692169
887,2171,3,975257480
524,371,4,976170443
5902,50,4,957394877
4088,370,2,965429399
2303,920,4,974583336
3054,1923,3,970615708
3874,2985,4,965839633
1749,345,3,974842808
549,1777,2,976070786
5657,1569,4,1041646599
2029,1517,5,974671796
4732,1343,4,963637409
1984,442,3,974683352
5179,924,3,961807293
3087,1172,4,969787309
5359,2411,3,975945240
1716,3418,4,974712594
2177,2520,2,974609349
1015,3424,4,975015994
5808,1097,4,957982850
5558,2081,2,959391006
3389,380,4,967515633
2374,2470,4,974337253
591,838,3,975909224
1419,3534,4,974761622
5402,2115,4,960259468
2607,1221,3,973728242
4658,3709,1,963879977
2921,1301,5,971669691
1168,440,4,974860567
5649,50,5,958865441
5854,2793,4,958273894
1017,901,1,975008219
3424,1396,5,967359126
3675,1084,4,966365297
5557,3896,4,993394094
3672,2527,4,966376391
5957,527,5,957075324
5718,2763,4,958587953
1611,3219,3,987656330
2323,2968,4,974625692
1150,1610,3,974871415
3626,517,3,966624519
5548,2171,3,959481197
515,111,5,976202982
3360,802,4,967694042
3859,9,3,966020084
4522,3180,3,964824847
3430,3784,2,973918507
712,3704,2,975538944
331,509,4,976385648
2764,1729,5,973135804
4957,1674,3,962906227
5102,2918,5,962347653
2143,1101,2,974629813
474,3624,4,976298706
3053,2336,3,970602199
2098,2338,1,974654669
510,442,4,976207547
3966,3114,4,965668238
927,11,4,975194486
5905,1982,1,957376420
3371,2174,1,967607142
4611,2248,4,964155010
4305,3830,3,1013480532
3842,1916,5,965912276
198,1917,3,977003642
2830,2633,3,972591010
3189,1242,4,969790934
3430,908,4,967344092
5654,799,3,995647255
3550,1220,5,966987946
2635,2792,3,973588665
2321,1222,4,997928386
1737,1135,3,974707427
1272,2761,5,974823780
2994,1374,2,970708264
5043,2724,4,962504839
5753,423,4,958272180
1202,2402,3,981423186
5042,1285,5,962505858
1912,3788,3,1019065883
3105,1320,4,969552084
1806,150,5,974737081
5848,1848,4,957783606
1882,1259,4,974701888
1407,3910,4,983839427
5569,527,4,959307117
1586,3871,5,974737796
4964,272,4,962620270
4568,3081,4,964477847
326,2111,3,976401841
3107,3156,3,969510450
639,260,4,975727548
1842,733,4,993445927
796,3889,1,975416759
3054,936,5,970590616
1181,3768,1,974857532
2627,3272,3,973630316
4033,2379,2,965524874
2180,3699,1,974608481
3727,3671,5,966220255
6002,2023,2,956800635
453,2391,3,976236727
1880,3066,3,975384085
1125,593,5,1020276782
1021,3683,5,975007500
240,34,3,976757568
5561,2490,4,959375448
2544,1914,3,1017441211
3272,196,4,971255923
1601,104,5,974732170
3183,1220,4,968728871
5850,3340,1,957764862
3905,1275,5,965765960
4001,524,4,965583226
3769,2108,5,966057546
4227,3442,1,965325829
539,3070,5,976128089
2251,253,4,974601660
4771,1210,5,963150717
2238,265,4,974596723
2507,39,5,974076679
424,1101,4,1016719911
1274,3307,4,974810025
5287,2088,2,961088856
4956,1517,4,962637796
4312,2787,4,965698093
2674,593,5,973413119
2106,2724,2,982365644
2874,1248,3,972413641
4725,3727,3,963367215
195,357,3,980843015
1041,3634,4,974970793
6025,378,4,956731492
5645,1036,5,958875729
3618,2289,4,966600470
4089,3481,4,970753304
53,783,3,977979906
1142,2918,3,975050961
5158,594,5,961940280
2808,3793,5,991920855
4015,150,5,965533828
4888,2087,4,962738549
4447,3507,3,965175110
4182,1909,3,965329792
3471,511,3,973298315
3454,2249,5,982820930
2353,912,5,974402037
1842,2761,5,993444990
5881,70,4,957549277
548,1347,4,976139943
2946,3635,3,975829148
3333,2716,4,967847063
340,3451,3,976342167
529,923,4,977449071
1632,1263,3,974716535
1120,1243,5,974912533
2962,2628,2,971194075
3054,2333,5,970615649
3739,3155,3,966181474
2124,1186,3,974648562
4819,203,5,962924640
4829,1136,5,962924910
5233,36,5,961451298
5761,472,3,982013052
725,1233,4,975539465
3514,1197,5,966972037
5641,150,4,958925273
1383,2639,4,975977718
2926,3911,4,1006654293
4110,1204,4,965366228
4742,1210,5,963263482
1587,2080,4,974743633
5246,3147,5,961374057
5795,562,5,958077421
4234,2797,5,965310681
4354,2532,5,966753663
2507,1733,3,974082031
3600,500,5,966619469
1169,2054,2,974861445
1912,1411,2,975383041
1378,916,4,974767393
5570,953,4,959307638
5679,2353,4,958618992
3414,1687,3,967487426
450,1198,5,976234625
2015,135,4,982626649
1825,47,3,975394220
1218,105,2,976130649
3057,3785,3,978453403
3026,2186,5,970460179
1099,3097,3,974924692
1101,1231,1,974923175
5694,910,4,958595693
846,2247,4,975356044
836,783,2,975360783
5852,2987,1,957756377
1912,2390,2,996437602
4217,2702,3,965318292
4893,172,4,962732943
4472,1461,2,965071299
5872,2433,4,957565875
237,1377,3,1005704021
853,2640,3,975347694
3412,110,5,969588017
3713,2473,3,966271939
409,1370,4,976291189
310,2424,4,976481630
4507,2116,5,964982876
4088,2439,4,965430925
1693,3499,4,974712527
2504,923,5,1010088232
2251,2511,3,974596597
329,2003,4,981750218
479,1196,4,976218001
5167,1407,2,961898343
4089,1215,3,965456218
258,1876,3,976672498
179,1527,3,977092824
5650,1968,3,958862478
1422,2463,3,975692602
3626,1376,4,966607101
2050,3097,5,978363959
1903,2858,3,974690686
1341,3264,5,974774274
224,1207,3,976833570
5523,1569,4,959646127
4152,3105,4,965340653
4472,1214,4,965064203
5536,3437,1,959816683
3518,34,4,966957798
5954,507,5,957650513
1518,2010,4,974746064
1083,1367,3,974934691
1019,1476,3,975424328
4857,260,4,962828237
731,3928,3,975529709
3205,1246,5,968566803
4808,222,3,962958599
3420,3271,5,985366654
5179,1203,5,961807264
4417,3793,5,965136333
42,1377,3,978041186
461,2921,3,976232017
2935,2333,5,977019874
4944,1253,5,962641615
3134,1274,4,969084395
5337,1127,5,960748014
1922,1242,3,974775328
1224,592,5,975182073
5505,2571,5,959732501
5463,2983,3,959901026
1029,2858,3,975000862
4287,2985,3,965276222
4917,2301,3,962675786
3069,1049,3,969953001
3195,3324,4,968642457
899,3824,2,975217038
5312,1241,5,1042490162
3229,3746,4,1016778251
5105,1271,4,962339345
1736,1378,3,974705027
2387,457,4,974308281
5575,1097,4,959291020
1714,849,2,974706643
928,1945,5,975193524
2909,2522,3,971973764
3499,1047,4,966996316
554,2683,3,976056865
419,2033,1,976290565
3259,910,5,968271731
3427,2313,2,967344975
3403,3793,4,967427650
1812,1022,3,989165408
3499,2033,3,967233899
726,1784,5,975519140
1182,2707,2,974917420
646,3053,3,975781170
1749,2065,3,974839737
5550,1197,4,959465811
2669,1952,4,978060391
5806,1154,3,957985402
532,1196,4,976140562
3367,3035,4,970081032
2953,1243,3,971211675
5364,1186,4,960502228
3970,2153,1,965663202
245,3932,4,976732561
5039,2326,3,962512421
3690,2912,4,966308780
5831,3418,4,957888002
3450,25,4,967244105
687,3101,5,975690726
1339,1917,1,974870552
2170,1196,5,974611635
6012,382,4,956780600
5349,3481,4,960662864
5848,1589,4,957783018
4608,1625,5,964190826
1229,608,5,974836999
1335,2976,3,974820034
5451,3266,4,959933945
1593,246,4,974754883
4445,47,5,979863839
5403,2542,4,960256809
4384,25,5,965172064
808,1287,4,975393847
355,2617,3,977032283
4024,2336,5,965517744
2589,2762,3,973864293
3824,3693,3,966540030
3720,1733,3,966253381
456,1207,5,976232483
4613,1917,4,964145156
5371,2916,4,978984177
1762,3418,3,974701950
4543,3354,1,964669790
513,2078,3,976204632
5172,144,2,1044152605
3454,1036,5,967238623
3012,1566,3,1044066871
4016,2201,3,965537288
1198,1887,4,974946559
722,1704,4,975524433
2841,3751,4,981581374
4591,253,4,964328851
531,1921,1,994109115
1584,1041,4,974965073
2629,1573,5,973626219
1988,125,5,974683088
5634,1037,4,959008999
2756,527,5,973194051
5664,2791,5,958847705
4448,1954,4,966286164
797,1183,5,975413688
2219,3189,4,974603538
3338,3552,4,967828683
5857,1704,5,957722150
2854,457,3,972513141
1029,2110,2,993324705
5848,2478,2,957786013
11,3101,1,978902406
4502,3037,5,965096719
225,225,2,976830373
1845,3869,3,974708428
435,3257,2,976249001
2102,1517,3,974654086
3716,1729,3,966867778
466,101,4,976226923
4663,2455,5,963862020
4169,2431,2,967164841
1698,2134,4,975878709
3174,2396,4,969292675
881,3927,4,1014314780
4448,861,4,966964446
3292,1944,5,968098912
310,296,3,1012082300
5978,2701,1,956961876
3934,2266,3,965707828
5567,2401,3,959350431
2743,1213,5,973219386
3401,332,1,980114711
1100,2359,3,974925118
3768,912,5,966069158
5643,2054,2,962738772
550,3827,2,976158358
4165,745,5,965334375
3327,903,5,967869374
3812,1127,3,965955555
524,2145,4,976170188
3941,3744,4,965692608
4647,1922,5,963970577
195,2841,5,980573695
3598,1945,1,966626956
5251,1193,4,970441697
5843,3037,3,957806544
5511,1779,4,959717376
5857,858,2,957721875
5277,590,4,968271652
4898,1284,4,962798763
1724,587,4,976441146
5627,296,4,959042731
1466,852,4,974755877
86,1580,5,977696589
4223,1807,3,965319510
3650,1917,5,966459414
1268,3763,4,974834576
5302,914,4,960957747
3272,941,4,968197857
4925,39,4,962663746
5853,2054,1,957748528
2010,3267,2,974676148
2895,1732,1,971986587
5845,3081,4,957799354
1856,1965,4,974696993
1552,3690,1,974874984
5539,2080,2,960662148
4367,2762,4,967945787
2679,588,5,973392982
1675,2153,2,975244682
3484,3298,3,967062767
4571,357,4,964468503
1465,2699,2,974760171
3532,1693,3,978229752
1714,1199,4,974710031
3808,3707,4,965973483
4543,1240,4,964669917
1015,2580,5,975106098
1247,3173,5,974828988
5728,2016,3,958474144
5526,3360,4,963100144
3771,457,3,966181965
780,3386,3,975541093
801,2302,3,975401502
2176,104,4,1036654716
5070,1676,2,962468756
3771,3638,3,966182068
1447,2706,2,981016744
2878,2137,3,972365245
2064,2110,2,974668682
1842,388,4,993446819
5664,2455,4,958763919
4375,1569,4,965178547
2340,480,4,974506272
2727,3698,4,973267847
4048,1005,4,965500827
2446,1079,4,974215827
4373,1284,5,965183239
1790,3253,5,974699573
4808,1088,3,962955169
1165,1509,3,1042925889
5496,3481,4,959809491
1483,32,5,974757706
1422,688,3,978466670
2131,3175,4,994547417
5619,454,3,959118480
1455,110,5,974757061
5584,1214,3,959278009
3526,1619,1,966903038
5296,45,5,961014533
5473,1997,4,980865141
3182,2100,2,968775057
2909,3508,5,971882497
531,2555,1,994345317
2038,235,4,974670032
4748,2151,4,963272949
813,3174,4,975393736
3641,2474,4,966487764
3929,1296,1,965709257
5392,2858,4,960323913
1273,750,4,974814515
4227,3384,4,971721517
482,2951,5,976221106
2096,39,5,974653633
3476,2098,2,968949633
4750,3739,3,963193606
805,2599,1,975395605
2909,1960,5,971882764
3589,1272,4,966656449
2304,3467,3,974510846
3224,3217,4,968542430
5831,2916,4,957893837
2664,593,4,973459550
329,21,2,977870264
5249,2424,3,961602878
4725,2455,3,963384581
1676,742,2,974710138
2980,296,3,983053272
531,2763,4,994109332
5792,3016,3,1001014597
3626,2148,4,966603231
1623,1573,5,975364198
3713,2795,4,966271684
5809,1267,5,957981042
4725,3767,3,963370324
419,50,4,1044900890
2013,1200,5,974676036
750,3072,4,975459170
5333,125,3,1030413332
3592,2291,4,966647642
5801,296,5,958010876
3208,1036,4,968552740
232,3812,4,976811935
157,3685,4,977249608
4471,1449,4,973202713
5911,34,3,962999499
1304,1073,4,974864875
5878,2995,4,1043783762
5369,3481,5,960487585
4658,459,1,963967707
5742,2396,5,965077086
2940,2188,3,971368640
1999,1320,4,974678287
343,2316,3,1015177917
1055,2772,1,974952424
1632,2096,3,974718513
5605,339,2,959297718
5139,2028,3,962060622
5916,2710,2,957459597
5717,1199,5,958743265
4079,1307,3,965445440
577,2792,4,975980405
5920,1387,3,957311283
3793,1777,4,966016996
489,1196,2,976214950
4621,412,3,964118461
5512,1855,3,959712695
596,3510,3,975893668
117,1031,3,977507824
1891,2,4,974694385
1483,1991,1,974759038
3419,608,4,967395756
166,2093,4,977185978
4899,1721,1,969317811
1671,3873,5,974793000
314,3363,4,976473728
4058,3911,5,999137314
3361,3006,4,967684988
1124,3363,5,974909194
494,141,5,976215194
3712,494,3,966271697
1571,2352,5,974737714
53,3686,4,977974560
4819,3578,5,962920758
911,2617,2,975256802
5215,3101,4,961551031
805,356,1,975395128
3130,3826,3,969249727
4554,923,4,964547389
4699,2710,3,963563090
2020,2427,1,974676757
204,1240,5,983855402
1285,2439,3,974833582
1316,2701,2,974779478
6036,2313,4,956712677
323,224,3,976407558
1600,2701,1,974781407
5718,3125,3,958568887
1580,425,4,974736834
3693,2353,4,966470075
4673,3448,5,963768286
2506,3108,3,974077894
4972,29,4,962607400
58,1224,4,977937275
2059,2966,3,977867897
2049,3089,4,974663435
2638,2989,3,973706533
1106,110,5,974920596
1680,2344,4,974838833
2589,2947,4,973865374
5584,1346,5,959278175
1289,2019,4,974790415
3507,3091,5,966995930
424,231,4,1017243314
6014,2971,5,956780566
2685,1953,4,973375011
3693,1259,4,967862150
482,2953,3,976223096
3750,2395,3,966128864
1248,1912,4,975625167
4169,2827,2,994120059
4086,339,5,965503541
2167,2916,4,974612040
4220,1513,4,966457010
4335,2428,3,965240673
689,2491,1,975584339
2583,1544,5,974074529
3031,2794,4,970954620
5128,1262,5,962433774
4140,2817,1,965349330
2996,2889,4,972766977
3271,914,4,968200635
1609,3852,2,974744002
3630,1805,3,966575156
1274,1029,4,974812955
2528,1729,5,976805111
4277,778,5,965291506
2643,3334,4,1031342398
816,24,2,975472355
4867,3082,4,962896190
2436,2152,2,976155262
5463,1950,4,959901087
24,1288,5,978131980
325,3408,3,976404201
1340,992,1,975129799
5838,597,3,957841756
4595,1203,5,964654463
1165,2028,5,977885957
2456,457,3,974178856
5848,1129,2,957783522
3453,2948,2,967241687
2440,2699,3,974221855
5097,1207,4,970101885
4572,2087,4,964460936
4448,3235,5,1029864792
5551,2716,3,959459043
53,3770,4,977974414
4886,1374,5,962741046
2837,1252,5,972572422
195,1080,3,981561518
5872,1527,4,958263484
156,3114,5,977251186
4422,1497,3,965181434
5556,2761,4,959443403
3841,1998,2,966001467
1202,2019,3,1009850697
5497,2916,4,959806322
2593,3683,5,973823516
787,3596,1,975429658
2878,3175,4,972360459
258,1291,5,976672941
2024,1188,3,974672041
5785,2396,5,958148850
1648,2000,4,974714517
518,3081,5,1041277225
4318,2402,4,965381539
163,360,1,977220194
4343,1265,3,965224460
5831,990,2,957899468
416,3753,4,976286252
984,2672,3,975100380
3246,427,2,968307525
5728,2080,4,958469368
1749,1032,2,974840512
5627,2011,3,959045722
5321,2712,3,960861385
569,542,4,976238132
1224,1208,4,974839192
5056,1641,5,962486807
4591,2815,3,964327691
2569,3871,5,973911909
3961,1345,5,967226528
5107,1953,2,962334410
4517,3334,3,965105631
479,593,5,976218771
3579,1485,4,966709287
5964,2395,5,956993834
818,593,5,975385541
1647,1089,5,986541527
1164,318,5,974861319
2202,34,3,974605521
1605,1064,2,992314176
1688,480,3,974707595
1040,3471,4,974981402
5323,1294,4,960848231
4502,2926,4,965095106
732,1704,5,975487447
4083,931,4,965461522
1523,2788,5,974745339
4568,2307,3,964480852
1470,489,3,974839678
5568,1388,3,959311552
3808,36,3,965971553
5643,595,4,958890308
3589,153,1,966655769
2020,2716,5,974672510
906,3593,1,975209360
1988,2599,5,974683016
4901,2100,4,962686581
3822,1252,3,967584989
2010,2540,3,974683441
5752,2390,4,958276661
255,2580,4,976680692
302,52,4,976505574
5340,162,2,960701142
5854,293,5,958271056
1866,1210,4,974770887
1904,3438,2,974759475
5117,2396,5,962469002
3729,434,4,967406551
4600,25,3,986840389
1356,2161,4,974785512
1797,2599,5,974700845
149,3083,4,977588809
2304,3802,3,974496964
5498,608,5,959805192
1447,366,2,981017459
3334,2268,5,967844107
1060,1580,3,974949624
1613,1449,5,974731974
911,733,4,975256394
524,1291,4,976166907
474,745,5,976237434
4469,2922,3,965067412
2239,3793,4,986875091
4305,1623,2,1041432903
5015,1230,4,972932977
405,3363,5,976389054
4124,2572,3,965356223
565,2253,2,976039034
2480,3081,4,974147936
1819,296,4,974698870
5957,3479,3,957074967
3618,3135,3,967116777
5996,2467,5,957296321
5352,2099,4,960650148
1032,3114,5,974996660
170,1253,5,977172844
5769,329,4,958174823
4785,2469,4,963006579
3551,2967,5,966822327
641,1552,3,1019442321
3032,2263,4,970365491
5074,2338,2,964551224
3536,2329,5,966884486
634,586,3,975774618
2091,935,4,974655681
5806,2291,5,957986608
1160,3408,4,1008037320
136,1799,1,977424289
2768,110,5,973116989
2807,509,4,972792628
3141,786,3,969033444
4748,2321,5,963275721
1204,2541,3,974844008
2672,1307,5,973434658
2408,924,3,974254650
3189,626,3,969870277
1152,29,4,974868024
2389,1298,3,974297978
1377,3259,2,974771253
2724,1711,4,973273293
3626,436,4,966626526
2459,1888,4,974175354
5755,3214,3,958280884
5959,1037,2,957044291
456,3654,4,976299981
5801,2716,5,958011744
6004,2840,5,956796531
10,2599,5,979168618
5954,208,3,957650695
2,1253,3,978299120
5394,1854,3,981004591
2537,216,2,974052697
2910,2995,3,1016472566
5849,2961,5,957765752
3807,2410,2,1013348136
3999,575,3,965575004
5623,2145,4,959093491
5492,1461,3,961955464
1997,1198,4,974679598
3311,1746,4,977128849
2200,1591,4,974605084
4688,2469,3,963619335
966,3325,1,975115180
588,1079,5,975934845
1181,299,2,976141365
2590,1981,1,973841120
3422,3710,1,967412432
4534,10,3,964731904
4042,1271,4,965503978
851,2881,4,975348245
3967,2805,3,967552278
3272,3448,4,968199397
711,858,5,975621446
3258,3342,4,986580920
2410,1099,4,974251700
2655,1911,3,1010071980
1479,2863,5,974752021
2555,2300,4,973996982
4269,930,5,965303191
2109,2053,2,974665706
5475,2699,2,959881878
5103,741,4,962412471
677,2729,5,975611911
4102,1995,4,965412957
3103,3827,4,969566442
2106,516,2,975970126
715,3429,4,975600607
3272,2463,3,968279976
654,21,5,975700809
777,2641,3,975437336
3958,345,5,965674655
3518,2946,4,969290139
639,589,4,975727548
613,3731,5,975811133
4726,2083,4,963989997
3108,3681,4,969500665
560,2028,5,976048178
563,888,1,976045348
2237,1036,4,974597805
4088,1094,3,965430578
3822,34,2,965943538
303,1888,3,976507588
287,1277,3,976569076
2436,852,3,976154016
4513,1580,3,964984318
5888,371,4,957480788
2909,2003,5,971883554
839,1961,5,975358444
3032,1330,4,970358298
1112,2947,4,974946167
3847,1214,4,965885720
533,1278,5,976141378
3472,3751,2,967142881
4898,1173,3,962713456
2380,1569,4,980547509
1117,1212,5,976593857
2102,3253,3,974653956
2888,25,4,972057976
4345,3060,3,966526424
2143,1201,4,974629593
2857,2840,2,972509883
4408,2022,3,965171504
646,110,5,975715224
563,405,1,976046756
269,2334,4,976659343
4790,1514,2,970351758
3815,2000,5,965952679
3280,2401,4,968348566
1752,117,3,974703360
2526,788,1,974067611
1759,2890,3,974703577
2592,2664,4,973830139
4150,180,3,965343450
5795,2808,1,958145331
726,377,4,975519564
1586,1223,5,974735903
1408,112,3,974762721
4566,3070,3,964488591
5812,2407,5,957945303
1842,3481,5,993357358
4219,1240,5,965315982
3582,60,5,966699254
1245,1197,5,974829534
1835,2858,5,974879710
425,1610,4,976283374
4014,818,4,965538014
